"Genre","Decade","mode_char","mode","key","Artist","Song.Title","Year","Rank","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration","key_character"
"Pop","60s","major",1,8,"Paul Revere & the Raiders","Kicks",1966,9,0.54,0.682,-8.201,0.039,0.0663,3.8e-06,0.34,0.593,131.242,4,2.51711666666667,"G#/Ab"
"Pop","70s","major",1,0,"Elton John","Lucy in the Sky with Diamonds",1975,35,0.392,0.566,-8.127,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,4,6.29288333333333,"C/B#"
"Pop","90s","major",1,0,"New Kids on the Block","Step by Step",1990,33,0.787,0.63,-12.295,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,4,4.45488333333333,"C/B#"
"Pop","2010s","major",1,0,"Sam Smith","Stay with Me",2014,10,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,4,2.87873333333333,"C/B#"
"Pop","2000s","major",1,4,"Lady Gaga","Poker Face",2009,2,0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,4,3.95333333333333,"E"
"Pop","2000s","minor",0,5,"Britney Spears","Toxic",2004,48,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,4,3.31333333333333,"F/E#"
"Pop","2000s","minor",0,4,"Mariah Carey","Touch My Body",2008,22,0.714,0.665,-7.736,0.0509,0.0996,0,0.226,0.842,78.515,4,3.41221666666667,"E"
"Pop","2010s","minor",0,9,"Taylor Swift","Delicate",2018,24,0.75,0.404,-10.178,0.0682,0.216,0.000357,0.0911,0.0499,95.045,4,3.87088333333333,"A"
"Pop","2000s","major",1,7,"Madonna","Music",2000,17,0.736,0.802,-8.527,0.0663,0.00149,0.0876,0.14,0.871,119.854,4,3.76621666666667,"G"
"Pop","2010s","minor",0,1,"Train","Hey, Soul Sister",2010,3,0.673,0.886,-4.44,0.0431,0.185,0,0.0826,0.795,97.012,4,3.61288333333333,"C#/Db"
"Pop","2000s","minor",0,11,"Bobby Valentino","Slow Down",2005,47,0.568,0.732,-4.896,0.103,0.179,4.92e-06,0.401,0.626,186.048,4,4.31111666666667,"B"
"Pop","2010s","major",1,0,"Phillip Phillips","Home",2013,46,0.606,0.826,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,4,3.50288333333333,"C/B#"
"Pop","2000s","major",1,5,"Avril Lavigne","Complicated",2002,11,0.585,0.776,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,4,4.07511666666667,"F/E#"
"Pop","2010s","major",1,5,"Shawn Mendes","In My Blood",2018,46,0.622,0.712,-7.321,0.066,0.0573,0,0.13,0.487,140.025,4,3.52266666666667,"F/E#"
"Pop","2000s","major",1,9,"Jesse McCartney","Leavin'",2008,28,0.687,0.71,-5.84,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,4,3.61466666666667,"A"
"Pop","2010s","major",1,9,"Adele","Someone Like You",2011,24,0.556,0.319,-8.251,0.0281,0.893,0,0.0996,0.294,135.187,4,4.754,"A"
"Pop","2010s","minor",0,7,"Katy Perry","Roar",2014,46,0.671,0.771,-4.821,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,4,3.72576666666667,"G"
"Pop","80s","minor",0,2,"Frida","I Know There's Something Going On",1983,20,0.585,0.795,-8.269,0.0358,0.0412,0.291,0.0834,0.865,109.011,4,5.44578333333333,"D"
"Pop","70s","major",1,7,"The Carpenters","Superstar",1971,30,0.511,0.855,-8.561,0.036,0.0659,0.00356,0.326,0.585,153.025,4,3.22555,"G"
"Pop","80s","minor",0,10,"Bobby McFerrin","Don't Worry, Be Happy",1988,37,0.175,0.0281,-37.841,0.0635,0.98,0,0.288,0.375,60.298,4,4.49393333333333,"A#/Bb"
"Pop","2010s","major",1,9,"Andy Grammer","Honey, I'm Good.",2015,25,0.752,0.775,-7.289,0.0546,0.0324,0,0.351,0.595,122.014,4,3.32105,"A"
"Pop","70s","major",1,0,"Wayne Newton","Daddy Don't You Walk So Fast",1972,10,0.472,0.503,-10.018,0.0272,0.467,0,0.155,0.443,152.728,4,3.31111666666667,"C/B#"
"Pop","60s","major",1,3,"The Four Seasons","Walk Like a Man",1963,18,0.681,0.64,-10.364,0.0346,0.605,0,0.0641,0.966,117.884,4,2.29888333333333,"D#/Eb"
"Pop","2010s","minor",0,11,"Adam Lambert","Whataya Want from Me",2010,45,0.44,0.683,-4.732,0.0489,0.00706,0,0.0593,0.445,185.948,4,3.78866666666667,"B"
"Pop","70s","major",1,5,"Starland Vocal Band","Afternoon Delight",1976,12,0.486,0.443,-11.728,0.0301,0.492,0,0.101,0.785,147.206,4,3.21733333333333,"F/E#"
"Pop","80s","minor",0,11,"Hall & Oates","Maneater",1983,7,0.724,0.498,-13.083,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,4,4.55288333333333,"B"
"Pop","2010s","minor",0,5,"Justin Bieber","What Do You Mean?",2015,33,0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02,4,3.428,"F/E#"
"Pop","80s","major",1,10,"Simply Red","If You Don't Know Me by Now",1989,24,0.638,0.352,-9.266,0.0268,0.492,0,0.105,0.204,94.173,3,3.4,"A#/Bb"
"Pop","2010s","minor",0,11,"Rihanna","Only Girl (In the World)",2011,40,0.789,0.706,-4.233,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,4,3.92488333333333,"B"
"Pop","2000s","major",1,7,"Rihanna","Pon de Replay",2005,18,0.779,0.64,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019,4,4.116,"G"
"Pop","2000s","minor",0,5,"Christina Aguilera","Beautiful",2003,16,0.456,0.573,-3.866,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,4,3.976,"F/E#"
"Pop","2010s","minor",0,11,"Shawn Mendes","There's Nothing Holdin' Me Back",2017,23,0.866,0.813,-4.063,0.0554,0.38,0,0.0779,0.969,121.998,4,3.324,"B"
"Pop","2010s","major",1,10,"James Arthur","Say You Won't Let Go",2017,11,0.358,0.557,-7.398,0.059,0.695,0,0.0902,0.494,85.043,4,3.52445,"A#/Bb"
"Pop","2010s","minor",0,9,"Taylor Swift","Look What You Made Me Do",2017,39,0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,4,3.53088333333333,"A"
"Pop","60s","major",1,8,"John Fred & His Playboy Band","Judy in Disguise (With Glasses)",1968,25,0.607,0.501,-10.201,0.0372,0.0574,0.185,0.0529,0.891,81.365,4,2.90345,"G#/Ab"
"Pop","60s","major",1,9,"Tommy Roe","Hooray for Hazel",1966,44,0.656,0.795,-7.338,0.0314,0.0328,3.42e-06,0.0898,0.96,116.475,4,2.49245,"A"
"Pop","2000s","minor",0,9,"Miley Cyrus","See You Again",2008,31,0.692,0.911,-5.098,0.177,0.015,7.71e-05,0.112,0.8,138.975,4,3.17421666666667,"A"
"Pop","2010s","minor",0,9,"Ariana Grande","No Tears Left to Cry",2018,20,0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,3.432,"A"
"Pop","2000s","major",1,2,"Plain White T's","Hey There Delilah",2007,7,0.656,0.291,-10.572,0.0293,0.872,0,0.114,0.298,103.971,4,3.87555,"D"
"Pop","70s","minor",0,9,"Pilot","Magic",1975,32,0.393,0.588,-6.68,0.0613,0.345,0,0.134,0.728,203.145,4,3.10555,"A"
"Pop","2000s","minor",0,0,"Pink","So What",2009,45,0.411,0.761,-7.782,0.255,0.587,0.000214,0.349,0.62,148.386,3,3.2,"C/B#"
"Pop","2010s","major",1,0,"Alessia Cara","Here",2016,39,0.376,0.821,-3.974,0.104,0.0785,0,0.0823,0.331,120.462,4,3.32421666666667,"C/B#"
"Pop","70s","major",1,11,"ABBA","Take a Chance on Me",1978,32,0.684,0.675,-8.123,0.0257,0.163,0,0.242,0.924,107.064,4,4.06555,"B"
"Pop","2010s","minor",0,1,"Katy Perry","The One That Got Away",2012,41,0.691,0.795,-4.021,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,4,3.78888333333333,"C#/Db"
"Pop","90s","major",1,1,"Janet Jackson","Escapade",1990,15,0.806,0.954,-6.741,0.0514,0.0259,0.000617,0.176,0.701,115.229,4,4.73223333333333,"C#/Db"
"Pop","2010s","minor",0,1,"Ed Sheeran","Shape of You",2017,1,0.825,0.652,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,4,3.89521666666667,"C#/Db"
"Pop","2010s","minor",0,2,"Kesha","Tik Tok",2010,1,0.755,0.837,-2.718,0.142,0.0991,0,0.289,0.714,120.028,4,3.32821666666667,"D"
"Pop","70s","major",1,9,"Climax","Precious and Few",1972,30,0.203,0.401,-12.341,0.0339,0.434,0,0.1,0.17,201.467,4,2.74421666666667,"A"
"Pop","70s","major",1,8,"The Jackson 5","ABC",1970,15,0.715,0.678,-11.842,0.0475,0.486,0.000192,0.15,0.947,94.769,4,2.96221666666667,"G#/Ab"
"Pop","90s","major",1,7,"Mariah Carey","Fantasy",1995,7,0.669,0.727,-7.588,0.0353,0.139,0,0.123,0.807,102.322,4,4.05821666666667,"G"
"Pop","2000s","major",1,0,"Blaque","Bring It All to Me",2000,30,0.695,0.579,-5.066,0.0325,0.000479,0,0.0556,0.726,88.957,4,3.63645,"C/B#"
"Pop","2010s","minor",0,1,"OneRepublic","Counting Stars",2014,5,0.664,0.705,-4.972,0.0382,0.0654,0,0.115,0.477,122.017,4,4.29733333333333,"C#/Db"
"Pop","2020s","major",1,4,"Tate McRae","You Broke Me First",2021,37,0.667,0.373,-9.389,0.05,0.785,0,0.0906,0.0823,124.148,4,2.8211,"E"
"Pop","70s","major",1,0,"The Osmonds","One Bad Apple",1971,4,0.6,0.567,-7.163,0.0398,0.382,0,0.213,0.92,101.041,4,2.74955,"C/B#"
"Pop","70s","major",1,2,"Dan Hill","Sometimes When We Touch",1978,33,0.591,0.345,-11.007,0.0391,0.691,1.87e-06,0.0851,0.264,119.333,4,4.21155,"D"
"Pop","2010s","minor",0,11,"Rihanna","Only Girl (In the World)",2010,47,0.789,0.706,-4.233,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,4,3.92488333333333,"B"
"Pop","2000s","major",1,1,"Jagged Edge","Let's Get Married",2000,46,0.852,0.694,-6.765,0.0653,0.0121,0,0.126,0.789,109.906,4,4.15066666666667,"C#/Db"
"Pop","60s","major",1,7,"Spiral Starecase","More Today Than Yesterday",1969,50,0.608,0.764,-6.262,0.0332,0.143,0,0.067,0.769,142.121,4,3.14978333333333,"G"
"Pop","2020s","major",1,8,"Joji","Glimpse of Us",2022,25,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3,3.89093333333333,"G#/Ab"
"Pop","60s","major",1,5,"Brenda Lee","Sweet Nothin's",1960,18,0.778,0.413,-10.551,0.0514,0.642,0.00104,0.148,0.961,125.235,4,2.41,"F/E#"
"Pop","60s","major",1,2,"Martha and the Vandellas","Dancing in the Street",1964,17,0.556,0.57,-9.472,0.0393,0.0118,0.000526,0.198,0.304,126.01,4,2.75378333333333,"D"
"Pop","2000s","minor",0,4,"Justin Timberlake","Rock Your Body",2003,32,0.892,0.714,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972,4,4.45445,"E"
"Pop","2010s","minor",0,11,"Rihanna","Diamonds",2013,27,0.564,0.71,-4.92,0.0461,0.00125,0,0.109,0.393,91.972,4,3.75245,"B"
"Pop","2000s","major",1,1,"Fergie","London Bridge",2006,22,0.77,0.609,-5.894,0.345,0.214,0,0.166,0.631,90.952,4,4.02178333333333,"C#/Db"
"Pop","80s","minor",0,11,"Lisa Lisa and Cult Jam","Head to Toe",1987,17,0.879,0.511,-11.36,0.124,0.0425,0.0074,0.176,0.839,113.763,4,5.05445,"B"
"Pop","2010s","major",1,1,"Shawn Mendes","Stitches",2016,23,0.752,0.754,-6.684,0.0615,0.0151,0,0.0486,0.755,149.789,4,3.448,"C#/Db"
"Pop","2010s","minor",0,0,"Rihanna","Where Have You Been",2012,21,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.221,0.444,127.963,4,4.04466666666667,"C/B#"
"Pop","2000s","minor",0,0,"Pink","So What",2008,24,0.411,0.761,-7.782,0.255,0.587,0.000214,0.349,0.62,148.386,3,3.2,"C/B#"
"Pop","2010s","minor",0,5,"Pharrell Williams","Happy",2014,1,0.647,0.822,-4.662,0.183,0.219,0,0.0908,0.962,160.019,4,3.87866666666667,"F/E#"
"Pop","2010s","minor",0,1,"Train","Drive By",2012,19,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,4,3.26621666666667,"C#/Db"
"Pop","2000s","minor",0,10,"Mariah Carey","Obsessed",2009,41,0.742,0.468,-5.557,0.0625,0.0465,0,0.826,0.369,86.443,4,4.03666666666667,"A#/Bb"
"Pop","2010s","major",1,8,"Britney Spears","Till the World Ends",2011,27,0.693,0.705,-5.747,0.0665,0.0228,0,0.202,0.45,131.951,4,3.96578333333333,"G#/Ab"
"Pop","2000s","major",1,1,"Nelly Furtado","Say It Right",2007,9,0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948,4,3.718,"C#/Db"
"Pop","2000s","major",1,7,"Whitney Houston","My Love Is Your Love",2000,47,0.77,0.475,-9.512,0.159,0.0561,4.72e-06,0.0607,0.473,82.511,4,4.35955,"G"
"Pop","2010s","minor",0,5,"The Black Eyed Peas","Imma Be",2010,20,0.595,0.352,-11.306,0.378,0.0981,0,0.359,0.497,183.956,4,4.31085,"F/E#"
"Pop","2010s","major",1,0,"Rihanna","S&M",2011,12,0.529,0.673,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4,3.63941666666667,"C/B#"
"Pop","2000s","major",1,2,"Taylor Swift","Love Story",2009,5,0.618,0.741,-3.95,0.031,0.17,0,0.0822,0.296,118.984,4,3.92111666666667,"D"
"Pop","2000s","minor",0,0,"Rihanna","Unfaithful",2006,28,0.588,0.391,-8.607,0.0334,0.839,0,0.227,0.349,144.069,4,3.78288333333333,"C/B#"
"Pop","2010s","minor",0,5,"Ellie Goulding","Love Me Like You Do",2015,13,0.489,0.597,-6.633,0.0292,0.27,0,0.105,0.324,95.012,4,4.22533333333333,"F/E#"
"Pop","90s","major",1,9,"The B-52's","Roam",1990,40,0.636,0.939,-5.551,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,4,4.91888333333333,"A"
"Pop","2010s","major",1,11,"Jason Derulo","Whatcha Say",2010,43,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,4,3.68755,"B"
"Pop","2010s","major",1,1,"Kesha","Your Love Is My Drug",2010,28,0.826,0.612,-3.891,0.0982,0.00681,0,0.0889,0.756,120.057,4,3.11888333333333,"C#/Db"
"Pop","2010s","major",1,4,"Taio Cruz","Dynamite",2010,9,0.751,0.783,-3.724,0.0859,0.00379,0,0.036,0.816,119.975,4,3.37688333333333,"E"
"Pop","90s","major",1,2,"Tina Turner","I Don't Wanna Fight",1993,42,0.638,0.762,-9.685,0.0381,0.304,9e-05,0.112,0.726,92.046,4,6.15111666666667,"D"
"Pop","2010s","minor",0,5,"Maroon 5","One More Night",2013,38,0.718,0.82,-3.453,0.0323,0.0444,0,0.0846,0.613,92.998,4,3.65778333333333,"F/E#"
"Pop","2000s","minor",0,0,"Pink","So What",2008,24,0.411,0.761,-7.782,0.255,0.587,0.000214,0.349,0.62,148.386,3,3.2,"C/B#"
"Pop","2010s","major",1,2,"Bruno Mars","It Will Rain",2012,26,0.576,0.835,-6.826,0.0486,0.337,0,0.082,0.476,150.017,4,4.29533333333333,"D"
"Pop","70s","major",1,11,"Rod Stewart","Tonight's the Night (Gonna Be Alright)",1977,1,0.551,0.514,-12.617,0.0524,0.336,0.125,0.382,0.721,136.547,3,3.952,"B"
"Pop","80s","major",1,1,"Stevie Wonder","I Just Called to Say I Love You",1984,25,0.748,0.551,-9.054,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,4,4.37066666666667,"C#/Db"
"Pop","90s","minor",0,10,"No Mercy","Where Do You Go",1996,26,0.734,0.828,-11.018,0.0318,0.0346,0.118,0.071,0.964,127.06,4,4.53488333333333,"A#/Bb"
"Pop","2010s","major",1,2,"Ed Sheeran","Thinking Out Loud",2015,2,0.781,0.445,-6.061,0.0295,0.474,0,0.184,0.591,78.998,4,4.69266666666667,"D"
"Pop","2010s","major",1,6,"Demi Lovato","Give Your Heart a Break",2012,39,0.651,0.695,-3.218,0.0487,0.23,0,0.144,0.569,123.008,4,3.42245,"F#/Gb"
"Pop","2010s","major",1,1,"Shawn Mendes","Stitches",2015,36,0.752,0.754,-6.684,0.0615,0.0151,0,0.0486,0.755,149.789,4,3.448,"C#/Db"
"Pop","2010s","major",1,1,"Magic!","Rude",2014,7,0.773,0.758,-4.993,0.0381,0.0422,0,0.305,0.925,144.033,4,3.74733333333333,"C#/Db"
"Pop","2000s","minor",0,3,"N.O.R.E.","Nothin'",2002,37,0.791,0.863,-6.118,0.151,0.317,1.13e-06,0.27,0.742,97.035,4,4.41088333333333,"D#/Eb"
"Pop","60s","major",1,2,"Tom Jones","What's New Pussycat?",1965,28,0.392,0.453,-13.297,0.171,0.752,0,0.115,0.574,183.92,3,2.14666666666667,"D"
"Pop","80s","major",1,11,"Blondie","The Tide Is High",1981,17,0.778,0.667,-7.273,0.0258,0.0514,0.0312,0.092,0.964,96.954,4,3.89821666666667,"B"
"Pop","70s","major",1,10,"The Carpenters","Top of the World",1974,39,0.55,0.744,-7.85,0.0254,0.578,0.00245,0.305,0.923,178.812,4,3.05288333333333,"A#/Bb"
"Pop","2010s","major",1,10,"Lukas Graham","7 Years",2016,12,0.765,0.473,-5.829,0.0514,0.287,0,0.391,0.34,119.992,4,3.955,"A#/Bb"
"Pop","70s","major",1,0,"Roberta Flack","The First Time Ever I Saw Your Face",1972,1,0.311,0.0264,-21.644,0.037,0.731,0.00205,0.156,0.139,120.653,4,4.34443333333333,"C/B#"
"Pop","70s","major",1,11,"Bo Donaldson and The Heywoods","Billy Don't Be a Hero",1974,21,0.701,0.69,-10.27,0.0398,0.0227,0,0.173,0.964,122.189,4,3.43111666666667,"B"
"Pop","70s","major",1,11,"Dobie Gray","Drift Away",1973,17,0.521,0.443,-8.188,0.0395,0.308,0,0.475,0.596,76.228,4,3.95778333333333,"B"
"Pop","2010s","major",1,0,"Justin Timberlake","Not a Bad Thing",2014,45,0.308,0.563,-9.169,0.0719,0.527,4.58e-06,0.134,0.109,85.901,4,11.4742166666667,"C/B#"
"Pop","2010s","minor",0,7,"The Wanted","Glad You Came",2012,6,0.722,0.851,-3.873,0.0639,0.0319,0,0.108,0.452,126.885,4,3.29893333333333,"G"
"Pop","2000s","major",1,5,"Dido","White Flag",2004,36,0.509,0.538,-6.835,0.0379,0.306,5.03e-06,0.091,0.284,170.111,4,4.01,"F/E#"
"Pop","80s","major",1,5,"Air Supply","Even the Nights Are Better",1982,37,0.434,0.507,-10.422,0.0358,0.565,0,0.161,0.236,115.309,4,3.95178333333333,"F/E#"
"Pop","70s","minor",0,5,"Roberta Flack","Killing Me Softly with His Song",1973,3,0.476,0.381,-10.238,0.0342,0.727,0,0.0614,0.33,121.948,4,4.782,"F/E#"
"Pop","2010s","major",1,9,"Meghan Trainor","All About That Bass",2015,28,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,4,3.132,"A"
"Pop","2000s","major",1,5,"Katy Perry","I Kissed a Girl",2008,14,0.699,0.76,-3.173,0.0677,0.00223,0,0.132,0.696,129.996,4,2.994,"F/E#"
"Pop","90s","major",1,4,"Paula Abdul","Rush Rush",1991,4,0.706,0.44,-11.577,0.0493,0.763,0,0.0958,0.395,90.012,4,4.88221666666667,"E"
"Pop","60s","major",1,2,"Bobby Sherman","Little Woman",1969,41,0.581,0.265,-22.263,0.0454,0.482,0.00697,0.182,0.95,94.272,4,2.43383333333333,"D"
"Pop","2020s","minor",0,6,"Harry Styles","As It Was",2022,1,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,4,2.78838333333333,"F#/Gb"
"Pop","2010s","minor",0,11,"Aloe Blacc","The Man",2014,48,0.308,0.769,-7.256,0.065,0.0331,0,0.214,0.488,81.853,4,4.248,"B"
"Pop","2010s","major",1,7,"LMFAO","Sexy and I Know It",2012,13,0.707,0.861,-4.225,0.316,0.1,0,0.191,0.795,130.021,4,3.32466666666667,"G"
"Pop","2010s","major",1,4,"Justin Bieber","Love Yourself",2016,1,0.609,0.378,-9.828,0.438,0.835,0,0.28,0.515,100.418,4,3.89533333333333,"E"
"Pop","2020s","minor",0,8,"Lil Nas X","Montero (Call Me by Your Name)",2021,9,0.593,0.503,-6.725,0.22,0.293,0,0.405,0.71,178.781,4,2.29506666666667,"G#/Ab"
"Pop","60s","major",1,9,"Petula Clark","My Love",1966,37,0.513,0.861,-6.446,0.0402,0.681,3.94e-05,0.29,0.951,173.72,4,2.73555,"A"
"Pop","2010s","major",1,5,"Miley Cyrus","Wrecking Ball",2014,44,0.53,0.422,-6.262,0.0342,0.407,0,0.107,0.349,119.964,4,3.68933333333333,"F/E#"
"Pop","2010s","major",1,5,"Bruno Mars","Just the Way You Are",2010,18,0.635,0.841,-5.379,0.0422,0.0134,0,0.0622,0.424,109.021,4,3.6789,"F/E#"
"Pop","70s","major",1,8,"The Carpenters","(They Long to Be) Close to You",1970,2,0.466,0.331,-14.734,0.0359,0.623,0.842,0.257,0.356,95.208,4,3.502,"G#/Ab"
"Pop","90s","major",1,2,"Jann Arden","Insensitive",1996,22,0.512,0.429,-9.931,0.0256,0.154,8.81e-05,0.101,0.332,178.669,4,4.26488333333333,"D"
"Pop","2010s","minor",0,4,"Selena Gomez","Come & Get It",2013,33,0.5,0.824,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,3.64866666666667,"E"
"Pop","2010s","major",1,8,"Katy Perry","Firework",2011,3,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,4,3.79821666666667,"G#/Ab"
"Pop","70s","major",1,5,"Henry Gross","Shannon",1976,47,0.558,0.36,-11.771,0.0232,0.23,0.00248,0.18,0.509,87.838,4,3.89461666666667,"F/E#"
"Pop","2020s","minor",0,6,"Dua Lipa","Levitating",2021,1,0.702,0.825,-3.787,0.0601,0.00883,0,0.0674,0.915,102.977,4,3.3844,"F#/Gb"
"Pop","80s","major",1,10,"Prince","1999",1983,41,0.864,0.826,-5.496,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,4,6.22911666666667,"A#/Bb"
"Pop","2020s","minor",0,10,"Kate Bush","Running Up That Hill (A Deal With God)",2022,4,0.625,0.533,-11.903,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,5.014,"A#/Bb"
"Pop","2020s","minor",0,0,"Lizzo","Good as Hell",2020,31,0.682,0.919,-3.18,0.0875,0.256,0,0.442,0.535,95.982,4,2.66226666666667,"C/B#"
"Pop","60s","major",1,1,"The Vogues","Turn Around, Look at Me",1968,24,0.171,0.32,-12.494,0.0313,0.601,3.11e-05,0.0463,0.328,180.861,3,2.77168333333333,"C#/Db"
"Pop","90s","major",1,0,"Celine Dion","It's All Coming Back to Me Now",1996,18,0.384,0.438,-9.149,0.0362,0.753,0,0.101,0.287,87.903,4,7.61445,"C/B#"
"Pop","60s","major",1,11,"The Soul Survivors","Expressway to Your Heart",1967,18,0.507,0.401,-10.962,0.045,0.177,2.38e-05,0.252,0.558,105.067,4,2.30683333333333,"B"
"Pop","2000s","major",1,7,"Avril Lavigne","Girlfriend",2007,12,0.56,0.959,-2.433,0.102,0.000722,0.000221,0.209,0.669,163.983,4,3.61,"G"
"Pop","70s","major",1,3,"Simon & Garfunkel","Bridge Over Troubled Water",1970,1,0.149,0.206,-13.888,0.0323,0.822,0.000649,0.115,0.264,79.764,4,4.88533333333333,"D#/Eb"
"Pop","2010s","major",1,2,"Ed Sheeran","Castle on the Hill",2017,40,0.461,0.834,-4.868,0.0991,0.0231,1.16e-05,0.14,0.469,135.007,4,4.35256666666667,"D"
"Pop","60s","major",1,4,"Ronny & the Daytonas","G.T.O.",1964,39,0.482,0.615,-7.047,0.0468,0.574,7.96e-06,0.795,0.932,83.117,4,2.48888333333333,"E"
"Pop","2010s","minor",0,5,"Maroon 5","One More Night",2012,18,0.718,0.82,-3.453,0.0323,0.0444,0,0.0846,0.613,92.998,4,3.65778333333333,"F/E#"
"Pop","90s","major",1,7,"Janet Jackson","Again",1994,12,0.873,0.593,-8.942,0.103,0.078,0.00697,0.104,0.495,123.091,4,5.02,"G"
"Pop","2010s","major",1,5,"Taylor Swift","Blank Space",2015,7,0.753,0.678,-5.421,0.0644,0.085,1.64e-06,0.13,0.583,96.006,4,3.86378333333333,"F/E#"
"Pop","2000s","major",1,7,"BBMak","Back Here",2000,33,0.624,0.945,-3.109,0.0343,0.0698,4.57e-06,0.0867,0.914,104.77,4,3.63666666666667,"G"
"Pop","2010s","major",1,11,"Jason Derulo","Whatcha Say",2010,43,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,4,3.68755,"B"
"Pop","2010s","major",1,1,"Rihanna","Bitch Better Have My Money",2015,48,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,4,3.6551,"C#/Db"
"Pop","2010s","major",1,0,"Lady Gaga","Bad Romance",2010,8,0.696,0.921,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,4,4.90955,"C/B#"
"Pop","2020s","minor",0,4,"Dua Lipa","Break My Heart",2020,33,0.73,0.729,-3.434,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,3.697,"E"
"Pop","70s","major",1,7,"Melanie","Lay Down (Candles in the Rain)",1970,23,0.317,0.866,-4.896,0.0703,0.426,0.000445,0.0792,0.603,94.372,4,7.666,"G"
"Pop","2000s","major",1,8,"Michelle Branch","All You Wanted",2002,23,0.499,0.72,-9.101,0.0286,0.00466,0.00303,0.122,0.652,96.103,4,3.628,"G#/Ab"
"Pop","2010s","major",1,8,"Ed Sheeran","Perfect",2018,2,0.599,0.448,-6.312,0.0232,0.163,0,0.106,0.168,95.05,3,4.39,"G#/Ab"
"Pop","90s","major",1,10,"Michael Bolton","Said I Loved You...But I Lied",1994,32,0.547,0.569,-8.644,0.0271,0.189,7.05e-06,0.156,0.432,159.713,4,5.08111666666667,"A#/Bb"
"Pop","2010s","major",1,1,"Ellie Goulding","Burn",2014,39,0.559,0.777,-5.031,0.0432,0.31,0,0.105,0.329,87.016,4,3.85353333333333,"C#/Db"
"Pop","2010s","minor",0,0,"Jason Derulo","Want to Want Me",2015,17,0.775,0.68,-5.508,0.0629,0.00906,0,0.109,0.656,114.025,4,3.46198333333333,"C/B#"
"Pop","2010s","minor",0,11,"Demi Lovato","Sorry Not Sorry",2017,47,0.706,0.643,-6.929,0.234,0.0242,0,0.262,0.885,143.931,4,3.396,"B"
"Pop","80s","major",1,0,"Cyndi Lauper","Time After Time",1984,17,0.726,0.449,-9.206,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,4,4.02221666666667,"C/B#"
"Pop","2000s","major",1,0,"Jason Mraz","I'm Yours",2009,7,0.549,0.107,-16.147,0.0844,0.957,0,0.111,0.307,74.63,4,3.65088333333333,"C/B#"
"Pop","80s","major",1,7,"Air Supply","Lost in Love",1980,15,0.583,0.316,-19.292,0.0315,0.425,5.67e-05,0.11,0.436,114.362,4,3.89778333333333,"G"
"Pop","2010s","minor",0,4,"Tove Lo","Talking Body",2015,37,0.736,0.761,-5.449,0.0338,0.0966,0,0.0823,0.114,119.999,4,3.97378333333333,"E"
